brand,serie,code,color,desc,base,prop
gunze,C,C1,16777215,WHITE,1,G
gunze,C,C2,2301728,BLACK,1,G
gunze,C,C3,15539236,RED,1,G
gunze,C,C4,16768256,YELLOW,1,G
gunze,C,C5,23210,BLUE,1,G
gunze,C,C6,26677,GREEN,1,G
gunze,C,C7,13254966,BROWN,1,G
gunze,C,C8,13751252,SILVER,1,ME
gunze,C,C9,14462769,GOLD,1,ME
gunze,C,C10,13464378,COPPER,1,ME
gunze,C,C11,11844543,LIGHT GULL GRAY,1,SG
gunze,C,C12,7298876,OLIVE DRAB（1）,1,SG
gunze,C,C13,6781571,NEUTRAL GRAY,1,SG
gunze,C,C14,2314075,NAVY BLUE,1,SG
gunze,C,C15,14624,IJN GREEN （NAKAJIMA）,1,SG
gunze,C,C16,2249791,IJA GREEN,1,SG
gunze,C,C17,5329996,RLM71 DARK GREEN,1,SG
gunze,C,C18,2571341,RLM70 BLACK GREEN,1,SG
gunze,C,C19,10322245,SANDY BROWN,1,SG
gunze,C,C20,5095333,LIGHT BLUE,1,SG
gunze,C,C21,11176523,MIDDLE STONE,1,SG
gunze,C,C22,6050116,DARK EARTH,1,SG
gunze,C,C23,4939853,DARK GREEN（2）,1,SG
gunze,C,C25,7370851,DARK SEAGRAY,1,SG
gunze,C,C26,13621930,DUCK EGG GREEN,1,SG
gunze,C,C27,11707189,INTERIOR GREEN,1,SG
gunze,C,C28,2301728,STEEL,1,ME
gunze,C,C29,6370363,HULL RED,1,SG
gunze,C,C30,16777215,FLAT BASE,1,M
gunze,C,C31,8686733,DARK GRAY（1）,1,SG
gunze,C,C32,4742500,DARK GRAY（2）,1,SG
gunze,C,C33,2301728,FLAT BLACK,1,M
gunze,C,C34,38362,SKY BLUE,1,G
gunze,C,C35,9744574,IJN GRAY （MITSUBISHI）,1,SG
gunze,C,C36,2507074,RLM74 GRAY GREEN,1,SG
gunze,C,C37,5530720,RLM75 GRAY VIOLET,1,SG
gunze,C,C38,4476989,OLIVE DRAB（2）,1,M
gunze,C,C39,12228453,DARK YELLOW （SANDY YELLOW）,1,M
gunze,C,C40,3097160,GERMAN GRAY,1,M
gunze,C,C41,5715000,RED BROWN,1,M
gunze,C,C42,5059896,MAHOGANY,1,SG
gunze,C,C43,7426362,WOOD BROWN,1,SG
gunze,C,C44,12886638,TAN,1,SG
gunze,C,C45,12169348,SAIL COLOR,1,SG
gunze,C,C46,16777215,CLEAR,1,C
gunze,C,C47,15539236,CLEAR RED,1,C
gunze,C,C48,16765953,CLEAR YELLOW,1,C
gunze,C,C49,15885602,CLEAR ORANGE,1,C
gunze,C,C50,44783,CLEAR BLUE,1,C
gunze,C,C51,14920828,FLESH,1,SG
gunze,C,C52,4216401,FIELD GRAY（2）,1,M
gunze,C,C54,3819840,KHAKI GREEN,1,M
gunze,C,C55,5986109,KHAKI,1,M
gunze,C,C56,7315355,IJN GRAY GREEN （NAKAJIMA）,1,SG
gunze,C,C57,31602,METALLIC BLUE GREEN,1,ME
gunze,C,C58,16021792,ORANGE YELLOW,1,SG
gunze,C,C59,15679523,ORANGE,1,G
gunze,C,C60,9802880,RLM02 GRAY,1,SG
gunze,C,C61,5789532,BURNT IRON,1,ME
gunze,C,C62,16777215,FLAT WHITE,1,M
gunze,C,C63,15823512,PINK,1,G
gunze,C,C64,2009674,YELLOW GREEN,1,G
gunze,C,C65,478882,BRIGHT BLUE,1,G
gunze,C,C66,42576,BRIGHT GREEN,1,G
gunze,C,C67,4731015,PURPLE,1,G
gunze,C,C68,14295336,MADDER RED,1,G
gunze,C,C69,16184302,OFF WHITE,1,G
gunze,C,C70,3819840,DARK GREEN,1,M
gunze,C,C71,3688782,MIDNIGHT BLUE,1,G
gunze,C,C72,2970978,INTERMEDIATE BLUE,1,SG
gunze,C,C73,7510424,AIRCRAFT GRAY,1,G
gunze,C,C74,1733502,AIR SUPERIORITY BLUE,1,G
gunze,C,C75,11479600,METALLIC RED,1,ME
gunze,C,C76,23210,METALLIC BLUE,1,ME
gunze,C,C77,36952,METALLIC GREEN,1,ME
gunze,C,C78,2301728,METAL BLACK,1,ME
gunze,C,C79,15539236,SHINE RED,1,G
gunze,C,C80,3027090,COBALT BLUE,1,SG
gunze,C,C81,8139065,RUSSET,1,G
gunze,C,C90,13093066,SHINE SILVER,1,ME
gunze,C,C92,2301728,SEMI GLOSS BLACK,1,SG
gunze,C,C97,11188143,LIGHT GRAY,1,G
gunze,C,C100,11479613,WINE RED,1,G
gunze,C,C101,3878688,SMOKE GRAY,1,G
gunze,C,C104,11057343,GUN CHROME,1,ME
gunze,C,C107,15790574,CHARACTER WHITE,1,SG
gunze,C,C108,13182251,CHARACTER RED,1,SG
gunze,C,C109,16089631,CHARACTER YELLOW,1,SG
gunze,C,C110,478882,CHARACTER BLUE,1,SG
gunze,C,C111,16637391,CHARACTER FLESH（1）,1,SG
gunze,C,C112,16364978,CHARACTER FLESH（2）,1,SG
gunze,C,C113,16426521,RLM04 YELLOW,1,SG
gunze,C,C114,13181770,RLM23 RED,1,SG
gunze,C,C115,7180960,RLM65 LIGHT BLUE,1,SG
gunze,C,C116,4210753,RLM66 BLACK GRAY,1,SG
gunze,C,C117,11520969,RLM76 LIGHT BLUE,1,SG
gunze,C,C118,7839662,RLM78 LIGHT BLUE,1,SG
gunze,C,C119,9597535,RLM79 SAND YELLOW,1,SG
gunze,C,C120,1654572,RLM80 OLIVE GREEN,1,SG
gunze,C,C121,5329996,RLM81 BROWN VIOLET,1,SG
gunze,C,C122,6587739,RLM82 LIGHT GREEN,1,SG
gunze,C,C123,3955795,RLM83 DARK GREEN,1,SG
gunze,C,C124,215844,DARK GREEN （MITSUBISHI）,1,SG
gunze,C,C125,3619,COWLING COLOR,1,SG
gunze,C,C126,5531977,COCKPIT COLOR （MITSUBISHI）,1,SG
gunze,C,C127,10662272,COCKPIT COLOR （NAKAJIMA）,1,SG
gunze,C,C128,10857377,GRAY GREEN,1,SG
gunze,C,C129,5466453,DARK GREEN （NAKAJIMA）,1,SG
gunze,C,C130,5661512,DARK GREEN （KAWASAKI）,1,SG
gunze,C,C131,4923412,RED BROWN Ⅱ,1,SG
gunze,C,C132,7298876,EARTH GREEN,1,M
gunze,C,C135,3578196,RUSSIAN GREEN（1）,1,M
gunze,C,C136,3825993,RUSSIAN GREEN（2）,1,M
gunze,C,C137,2301728,TIRE BLACK,1,M
gunze,C,C138,42576,CLEAR GREEN,1,C
gunze,C,C151,16777215,WHITE PEARL,1,PA
gunze,C,C156,16777215,SUPER WHITE Ⅳ,1,G
gunze,C,C158,14295336,SUPER ITALIAN RED,1,G
gunze,C,C159,13751252,SUPER SILVER,1,ME
gunze,C,C171,15539236,FLUORESCENT RED,1,FL
gunze,C,C172,16773632,FLUORESCENT YELLOW,1,FL
gunze,C,C173,15610148,FLUORESCENT ORANGE,1,FL
gunze,C,C174,15534450,FLUORESCENT PINK,1,FL
gunze,C,C175,42576,FLUORESCENT GREEN,1,FL
gunze,C,C181,16777215,SEMI-GLOSS SUPER CLEAR,1,C
gunze,C,C182,16777215,FLAT CLEAR,1,C
gunze,C,C183,15725299,SUPER CLEAR GRAY TONE,1,C
gunze,C,C188,16777215,FLAT BASE ROUGH,1,M
gunze,C,C189,16777215,FLAT BASE SMOOTH,1,M
gunze,C,C301,3949132,GRAY FS36081,1,SG
gunze,C,C302,3890265,GREEN FS34092,1,SG
gunze,C,C303,5530714,GREEN FS34102,1,SG
gunze,C,C304,4801339,OLIVE DRAB FS34087,1,SG
gunze,C,C305,5075056,GRAY FS36118,1,SG
gunze,C,C306,7047306,GRAY FS36270,1,SG
gunze,C,C307,6981777,GRAY FS36320,1,SG
gunze,C,C308,8231839,GRAY FS36375,1,SG
gunze,C,C309,3890265,GREEN FS34079,1,SG
gunze,C,C310,7759704,BROWN FS30219,1,SG
gunze,C,C311,15066831,GRAY FS36622,1,SG
gunze,C,C312,4294501,GREEN FS34227,1,SG
gunze,C,C313,14990986,YELLOW FS33531 I,1,SG
gunze,C,C314,14938855,BLUE FS35622,1,SG
gunze,C,C315,9742499,GRAY FS16440,1,G
gunze,C,C316,16777215,WHITE FS17875,1,G
gunze,C,C317,7371377,GRAY FS36231,1,M
gunze,C,C318,16699277,RADOME,1,SG
gunze,C,C319,2388576,LIGHT GREEN,1,SG
gunze,C,C320,4939085,DARK GREEN,1,SG
gunze,C,C321,11439473,LIGHT BROWN,1,SG
gunze,C,C322,3226714,PHTHALO CYANNE BLUE,1,G
gunze,C,C323,47602,LIGHT BLUE,1,G
gunze,C,C324,8955299,LIGHT GRAY,1,M
gunze,C,C325,10464163,GRAY FS26440,1,SG
gunze,C,C326,3487054,BLUE FS15044,1,G
gunze,C,C327,10366259,RED FS11136,1,G
gunze,C,C328,3226714,BLUE FS15050,1,G
gunze,C,C329,16358684,YELLOW FS13538,1,G
gunze,C,C330,4411472,DARK GREEN BS381C/641,1,SG
gunze,C,C331,5594723,DARK SEAGRAY BS381C 638,1,SG
gunze,C,C332,9345166,LIGHT AIRCRAFT GRAY BS381C 627,1,SG
gunze,C,C333,3362651,EXTRA DARK SEAGRAY BS381C 640,1,SG
gunze,C,C334,8426644,BARLEY GRAY BS4800/18B21,1,SG
gunze,C,C335,6519165,MEDIUM SEAGRAY BS381C 637,1,SG
gunze,C,C336,7114354,HEMP BS4800/10B21,1,SG
gunze,C,C337,4683390,GRAYISH BLUE FS35237,1,SG
gunze,C,C338,11844543,LIGHT GRAY FS36495,1,SG
gunze,C,C339,3362651,ENGINE GRAY FS16081,1,G
gunze,C,C340,4086851,FIELD GREEN FS34097,1,SG
gunze,C,C351,7894862,ZINC-CHROMATE TYPE I FS34151,1,M
gunze,C,C352,11968052,CHROMATE YELLOW PRIMER FS33481,1,M
gunze,C,C361,3817270,DARK GREEN BS641,1,M
gunze,C,C362,5990252,OCEAN GRAY,1,M
gunze,C,C363,7768721,MEDIUM SEAGRAY BS637,1,M
gunze,C,C364,7111526,AIRCRAFT GRAY GREEN BS283,1,M
gunze,C,C365,29,GLOSS SEABLUE FS151042,1,G
gunze,C,C366,5664898,INTERMEDIATE BLUE FS35164,1,M
gunze,C,C367,6654096,BLUE GRAY FS35189,1,M
gunze,C,C368,10531991,SKY BS381C/210,1,M
gunze,C,C369,5852726,DARK EARTH BS381C/450,1,M
gunze,C,C370,5604268,AZURE BLUE,1,M
gunze,C,C374,5275556,JASDF SHALLOW OCEAN BLUE,1,SG
gunze,C,C375,2501955,JASDF DEEP OCEAN BLUE,1,SG
gunze,C,C376,11714236,JASDF RADOME GRAY,1,SG
gunze,C,C383,2576194,DARK GREEN （KAWANISHI）,1,SG
gunze,C,C384,8290121,COCKPIT COLOR （KAWANISHI）,1,SG
gunze,C,C385,11603994,RED（IJN AIRCRAFT MARKING）,1,SG
