base,serie,code,color,desc_ja,desc_en,prop,cat,medium
2,W,WP01,#55483a,Mr.ウェザリングペースト,,W,,4
2,W,WP02,#9a8d78,Mr.ウェザリングペースト,,W,,4
2,W,WP03,#8a9383,ウェットクリアー,,W,,4
2,W,WP04,#926c46,Mr.ウェザリングペースト,,W,,4
2,W,WP05,#94715f,Mr.ウェザリングペースト,,W,,4
3,W,WT01,#ffffff,ベーシックホワイト,WHITE WEATHERING COLOR GOUACHE,W,,5
3,W,WT02,#030303,ベーシックブラック,BLACK WEATHERING COLOR GOUACHE,W,,5
3,W,WT03,#6e675e,ミィディアムマッド,LIGHT MUD BLOWN WEATHERING COLOR GOUACHE,W,,5
3,W,WT04,#e4864d,ナチュラルラスト,LIGHT RUST WEATHERING COLOR GOUACHE,W,,5
3,W,WT05,#d2c8b6,ファインダスト,LIGHT DUST WEATHERING COLOR GOUACHE,W,,5
3,W,WT06,#b1a4a1,ウォッシュアンバー,BURNT UMBER WEATHERING COLOR GOUACHE,W,,5
2,W,MIG01,#614f28,ダークウォッシュ,DARK WASH WWⅡ WESTERN FRONT,W,,4
2,W,MIG02,#5c2f1c,ダークストリークグレイム,DARK STREAKING GRIME WWⅡ WESTERN FRONT,W,,4
2,W,MIG03,#f7f3df,ドライマッド,DRY MUD WWⅡ WESTERN FRONT,W,,4
2,W,MIG04,#e7dec2,ヨーロッパダスト,EUROPE DUST WWⅡ WESTERN FRONT,W,,4
2,W,MIG05,#564b27,ウィンターウォッシュ,WINTER WASH WWⅡ EASTERN FRONT,W,,4
2,W,MIG06,#352315,ウインターストリークグレイム,WINTER STREAKING GRIME WWⅡ EASTERN FRONT,W,,4
2,W,MIG07,#543a1f,フレッシュダークマッド,FRESH DARK MUD WWⅡ EASTERN FRONT,W,,4
2,W,MIG08,#c28861,ドライアース,DRY EARTH WWⅡ EASTERN FRONT,W,,4
2,W,MIG09,#ead8a1,サンドフィルター,SAND FILTER WWⅡ AFRIKA KORPS,W,,4
2,W,MIG10,#543f20,デザートウォッシュ,WINTER STREAKING GRIME WWⅡ AFRIKA KORPS,W,,4
2,W,MIG11,#d0a375,グレイストリークグレイム,GREY STREAKING GRIME WWⅡ AFRIKA KORPS,W,,4
2,W,MIG12,#f7f3c5,ライトダスト,LIGHT DUST WWⅡ AFRIKA KORPS,W,,4
2,W,MIG13,#230a07,燃料＆オイル,FUEL & OIL,W,,4
2,W,MIG14,#805e33,アース＆グレイム,EARTH & GRIME,W,,4
3,W,MIG15,#54341b,チッピング,CHIPPING,W,,4
2,W,MIG16,#b13a2e,ラスト,RUST,W,,4
0,C,CMC01,#3f4a3f,ODハイライト1,,M,,1
0,C,CMC02,#4c5747,ODハイライト2,,M,,1
0,C,CMC03,#202520,ODシャドー,,M,,1
0,C,CMC04,#ce9b62,DYハイライト1,,M,,1
0,C,CMC05,#daaf70,DYハイライト2,,M,,1
0,C,CMC06,#5e4a29,DYシャドー,,M,,1
0,C,CMC07,#394450,GGハイライト1,,M,,1
0,C,CMC08,#546065,GGハイライト2,,M,,1
0,C,CMC09,#121521,GGシャドー,,M,,1
0,C,CMC10,#344927,RG CMベース,,M,,1
0,C,CMC11,#445e35,RG ハイライト1,,M,,1
0,C,CMC12,#587947,RG ハイライト2,,M,,1
0,C,CMC13,#111b07,RG シャドー,,M,,1
0,C,CA01,#3a3b3d,グレートーン1,GLAY TONE 1,G,,1
0,C,CA02,#6e7073,グレートーン2,GLAY TONE 2,G,,1
0,C,CA03,#a1a2a6,グレートーン3,GLAY TONE 3,G,,1
0,C,CA04,#ddddde,グレートーン4,GLAY TONE 4,G,,1
0,C,CA05,#5b5354,カーボングレー,CARBON GLAY,SG,,1
0,C,CRE01,#6f2e32,※クランベリーレッドパールは、,CRANBERRY RED PEARL,PA,P,1
0,C,CRE02,#27bdbe,セルリアンブルー,CERULEAN BLUE,G,P,1
0,C,CRE03,#374a3f,ブリティッシュグリーン,BRITISH GREEN,G,P,1
0,C,UM01,#97999c,ウルトラシルバー,ULTRA SILVER,ME,,1
0,C,UM02,#d5a828,ウルトラゴールド,ULTRA GOLD,ME,,1
0,C,CV01,#b04d40,ベルベットレッド,VELVET RED,ME,,1
0,C,CV02,#1f5293,ベルベットブルー,VELVET BLUE,ME,,1
0,C,CV03,#367c5f,ベルベットグリーン,VELVET GREEN,ME,,1
0,C,CV04,#8e69ad,ベルベットパープル,,ME,,1
0,C,CV05,#896039,ベルベットブラウン,,ME,,1
0,C,CV06,#4d4b48,ベルベットブラック,,ME,,1
0,C,CV07,#f9fbe9,ベルベットベージュ,,ME,,1
0,C,LAC101,#231f20,アルマイトブラック,ALUMITE BLACK,SG,,1
0,C,LAC102,#514946,パーカーガンメタリック,PARKER GUN METALLIC,ME,,1
0,C,LAC103,#a8a9ad,ステンレスシルバー,STAINLESS SILVER,ME,,1
0,C,LAC104,#002d49,ガンブルーメタリック,BLUED GUN METALLIC,ME,,1
0,C,LAC105,#8e804e,フラットダークアース1,FLAT DARK EARTH 1,M,,1
0,C,LAC106,#877059,フラットダークアース2,FLAT DARK EARTH 2,M,,1
0,C,CKA01,#97c93c,Kawasakiライムグリーン,,SG,,1
0,C,XGC01,#e0e1de,ブリュンヒルトホワイト,BRUNHILD WHITE,G,,1
0,C,XGC02,#39828b,ヒューベリオングリーン,HYPERION GREEN,G,,1
0,C,XGC03,#859e78,自由惑星同盟軍標準型戦艦グリーン,FREE PLANETS ALLIANCE STANDARD BATTLESHIP GREEN,G,,1
0,C,XAC01,#3c4f6e,スティールヘイズダークブルー,,SG,,1
0,C,XAC02,#442d25,スティールヘイズダークブラウン,,SG,,1
0,C,XUC01,#c8c8c9,シルバーガルシルバー,,ME,,1
0,C,XUC02,#bd3741,シルバーガルレッド,,SG,,1
0,C,XUC03,#2c3967,シルバーガルブルー,,SG,,1
0,C,XGP01,#26404e,大洗グレー,,SG,,1
0,C,XGP02,#6e3518,大洗ブラウン,,SG,,1
0,C,XGP03,#4b5e2c,聖グロリアーナカーキグリーン,,SG,,1
1,M,GM04,#d6ba85,ガンダムゴールド,,G,,8
1,M,GM05,#bdbebb,ガンダムシルバー,,ME,,8
1,M,GM06,#005aaa,ガンダムブルー,,G,,8
1,M,GM07,#ed1846,ガンダムレッド,,G,,8
1,M,GM08,#faa619,ガンダムイエロー,,G,,8
1,M,GM09,#09b26a,ガンダムアイグリーン,,FL,,8
1,M,GM10,#051922,ガンダムブラック,,G,,8
1,M,GM11,#f2f2f3,ガンダムホワイト,,G,,8
1,M,GM12,#808285,ガンダムグレー,,G,,8
1,M,GM13,#586c87,ガンダムメカグレー,,G,,8
1,M,GM14,#f287b6,ガンダム蛍光ピンク,,FL,,8
1,M,GM15,#a3cf62,ガンダム蛍光グリーン,,FL,,8
1,M,GM16,#c35852,ガンダムメタレッド,,ME,,8
1,M,GM17,#779fc1,ガンダムメタブルー,,ME,,8
1,M,GM18,#6b9a79,ガンダムメタグリーン,,ME,,8
1,M,GM19,#7e749a,ガンダムメタバイオレット,,ME,,8
1,M,GM501,#ffffff,クリアー（光沢）,,C,,8
1,M,GM502,#ffffff,クリアー（つや消し）,,C,,8
1,M,XGM01,#f2f2f3,ニューホワイト,,ME,,8
1,M,XGM02,#c5c6c4,シャインシルバー,,ME,,8
1,M,XGM03,#d2584b,ロイヤルメタレッド,,ME,,8
1,M,XGM04,#4974b9,コスモメタブルー,,ME,,8
1,M,XGM05,#b59582,ヘビーガンメタリック,,ME,,8
1,M,XGM06,#69c28f,ルミナスメタグリーン,,ME,,8
1,M,XGM07,#dbc085,ホワイトゴールド,,ME,,8
1,M,XGM08,#ddbf5e,イエローゴールド,,ME,,8
1,M,XGM100,#878987,ガンダムメッキシルバー,,ME,,8
1,M,XGM301,#e8e7dc,パールホワイト,,PA,,8
1,M,XGM302,#dbbc54,パールゴールド,,PA,,8
1,M,XGM201,#a7b6bf,月光蝶ホロシルバー,,ME,,8
1,M,XGM202,#a57998,トランザムホロレッド,,ME,,8
1,M,XGM203,#e4d764,HEPEホロイエロー,,ME,,8
1,M,XGM204,#00baf2,光の翼ホロブルー,,ME,,8
1,M,XGM205,#93cc84,サイコフレームホログリーン,,ME,,8
1,M,GM01,#231f20,スミいれ用（ブラック）,,G,,8
1,M,GM02,#4d4d4f,スミいれ用（グレー）,,G,,8
1,M,GM03,#733247,スミいれ用（ブラウン）,,G,,8
3,M,GM20,#231f20,スミいれ用ふでペン（ブラック）,,G,,8
3,M,GM21,#4d4d4f,スミいれ用ふでペン（グレー）,,G,,8
1,M,GM22,#2c2e35,ガンダムガンメタリック,,ME,,8
1,M,GM300,#ffffff,消しペン,,G,,8
1,M,GM301,#201818,流し込み用スミ入れペン（ブラック）,,G,,8
1,M,GM302,#909090,流し込み用スミ入れペン（グレー）,,G,,8
1,M,GM303,#704038,流し込み用スミ入れペン（ブラウン）,,G,,8
1,M,GM311,#f05828,流し込み用スミ入れペン（オレンジ1）,,G,,8
1,M,GM312,#283890,流し込み用スミ入れペン（ブルー1）,,G,,8
1,M,GM313,#004830,流し込み用スミ入れペン（オリーブ）,,G,,8
3,M,GM400,#ffffff,ぼかしペン,,G,,8
3,M,GM401,#485d81,リアルタッチグレー,,G,,8
3,M,GM402,#4a4d56,リアルタッチグレー2,,G,,8
3,M,GM403,#04489b,リアルタッチブルー1,,G,,8
3,M,GM404,#7a1b5d,リアルタッチレッド1,,G,,8
3,M,GM405,#ff7e43,リアルタッチオレンジ1,,G,,8
3,M,GM406,#2c2e35,リアルタッチグレー3,,G,,8
3,M,GM407,#7e3930,リアルタッチブラウン,,G,,8
3,M,GM408,#2c5c3f,リアルタッチグリーン1,,G,,8
3,M,GM409,#ff9c53,リアルタッチイエロー1,,G,,8
3,M,GM410,#ffbdcd,リアルタッチピンク1,,G,,8
1,M,GM34,#c82048,シャアピンク,,G,,8
1,M,GM35,#902848,シャアレッド,,G,,8
1,M,GM36,#285048,ザクダークグリーン,,G,,8
1,M,GM37,#488858,ザクライトグリーン,,G,,8
1,M,GM38,#000010,ファントムグレー,,G,,8
1,M,GM39,#284050,ジオングレー,,G,,8
1,M,GM40,#d01820,SEEDレッド,,G,,8
1,M,GM41,#f8a810,SEEDイエロー,,G,,8
1,M,GM42,#e0e8e8,SEEDホワイト,,G,,8
1,M,GM43,#0088c8,SEEDブルー,,G,,8
1,M,GM44,#606060,SEEDグレー,,G,,8
1,M,GM45,#002048,SEEDダークブルー,,G,,8
1,M,GM46,#d01820,ガンダムレッド,,G,,8
1,M,GM47,#f8a018,ガンダムイエロー,,G,,8
1,M,GM48,#001820,ガンダムブラック,,G,,8
1,M,GM184,#f0f0f0,ガンダムニューホワイト,,G,,8
1,M,GM50,#f080b0,ガンダム蛍光ピンク,,G,,8
1,M,GM51,#388858,ガンダムメタグリーン,,ME,,8
1,M,GM151,#e8d8c0,メタリックセットゴールド,,ME,,8
1,M,GM152,#e0e0e0,メタリックセットシルバー,,ME,,8
1,M,GM153,#0058a8,メタリックセットブルー,,ME,,8
1,M,GM154,#b0d8a0,メタリックセットグリーン,,ME,,8
1,M,GM155,#f09890,メタリックセットレッド,,ME,,8
1,M,GM166,#282020,ガンダムニューホワイト,,G,,8
1,M,GM167,#d09828,ガンダムレッドゴールド,,ME,,8
1,M,GM168,#0090d8,ガンダムライトブルー,,G,,8
1,M,GM169,#482880,ガンダムパープル,,G,,8
1,M,GM170,#080850,ティターンズブルー,,G,,8
1,M,GM171,#c82048,シャアピンク2,,G,,8
1,M,GM172,#787878,メタリックブラック,,ME,,8
1,M,GM173,#0848a0,メタリックダークブルー,,ME,,8
1,M,GM174,#b0d8a0,メタリックイエローグリーン,,ME,,8
1,M,GM175,#f8c090,メタリックオレンジ,,ME,,8
1,M,GM176,#f8d0e0,メタリックピンク,,ME,,8
1,M,GM177,#d8d8d8,シャインシルバー,,ME,,8
1,M,GM178,#e0d0b0,ガンダムゴールド,,ME,,8
1,M,GM179,#d8d8d8,シャインシルバー,,ME,,8
1,M,GM180,#e0e0e0,ガンダムガンメタリック,,ME,,8
1,M,GM181,#f09890,ロイヤルメタレッド,,ME,,8
1,M,GM182,#0058a8,コスモメタブルー,,ME,,8
1,M,GM183,#506880,ガンダムメカグレー,,G,,8
1,M,GM185,#c0a880,MSVダークイエロー,,G,,8
1,M,GM186,#483838,MSVレッドブラウン,,G,,8
1,M,GM187,#607060,MSVダークグリーン,,G,,8
1,M,GM188,#98b0b0,MSVライトブルー,,G,,8
1,M,GM189,#403830,MSVブラウングリーン,,G,,8
1,M,GM190,#283038,MSVダークグレー,,G,,8
1,M,TM01,#685870,30MMフレームグレー,,G,,8
1,M,TM02,#e8d8c0,30MMゴールド(細芯),,ME,,8
1,M,TM03,#d8d8d8,30MMシルバー(細芯),,ME,,8
1,M,TM04,#e0e0e0,30MMガンメタ,,ME,,8
1,M,TM05,#b0d8c0,30MMメタリックグリーン(細芯),,ME,,8
1,M,TM06,#201818,30MMブラック,,G,,8
1,M,TM07,#a0a0a0,30MMホワイト,,G,,8
1,M,TM08,#485890,30MMブルーパープル,,G,,8
1,M,TM09,#384828,30MMグリーン,,G,,8
1,M,TM10,#586830,30MMダークカーキグリーン,,G,,8
1,M,TM11,#484848,30MMダークグレー,,G,,8
1,M,TM12,#484848,30MMスミ入れペン,,G,,8
1,M,PSM01,#201818,プラノサウルスブラック,,G,,8
1,M,PSM02,#205838,プラノサウルスグリーン,,G,,8
1,M,PSM03,#802860,プラノサウルスレッド,,G,,8
1,M,PSM04,#703830,プラノサウルスブラウン,,G,,8
1,M,PSM05,#d89050,プラノサウルスイエロー,,G,,8
1,M,PSM06,#204080,プラノサウルスブルー,,G,,8
